Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Thanksgiving Food Baskets,https://www.auntbertha.com//community-health-systems%252C-inc.--riverside-ca--thanksgiving-food-baskets/5856027624996864?postal=92507,['food pantry'],"['vaccinations', 'navigating the system']","['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",951-212-6306,https://www.chsica.org/,"2933 University Avenue, Riverside, CA 92507","https://www.google.com/maps/?q=2933+University+Avenue,+Riverside,+CA+92507/",['Anyone can access this program.'],available,"Bloomington Community Health Center's free Drive-Thru Day of Giving Event will be providing a box of non-perishable foods, a grocery gift card for the first families, and community resources to individuals and families in need while supplies last. This program provides: - Box of non-perishable foods- Community resources- COVID-19 and flu vaccines No registration is needed however program lasts until supplies run out. The Annual ""Day Of Giving Event!"" will be held on Monday, November 20, from 2:00 p.m. - 4:00 p.m. at the University Community Health Center.","['English', 'Spanish']",Free,True,https://www.facebook.com/CHSI.Clinic/,https://www.twitter.com/@CHSI_Clinics,"This program covers residents of the following counties: Riverside County, CA.",33.9778553,-117.3649986,92507,False,Closed,Closed,Closed,2:00 PM - 4:00 PM  PST,Closed,Closed,Closed
Community Food Pantry,https://www.auntbertha.com//mt.-rubidoux-seventh-day-adventist-church--riverside-ca--community-food-pantry/4988213742665728?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.mtrubidouxsda.org/events/community-food-pantry,"5320 Victoria Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=5320+Victoria+Avenue,+Riverside,+CA+92506/",['Anyone can access these services.'],available,"Mt. Rubidoux Seventh-Day Adventist offers a community food pantry which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe food pantry serves on a first-come, first-served basis.",['English'],Free,True,https://www.facebook.com/mtrubidoux,,"This program covers residents of the following cities: Riverside, CA.",33.9550431,-117.3692677,92506,False,Closed,10:00 AM - 12:00 PM,Closed,Closed,Closed,Closed,Closed
Food Share,https://www.auntbertha.com//all-saints%2527-episcopal-church---riverside--riverside-ca--food-share/5312726231547904?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-683-8466,https://www.allsaintsriverside.org/ministries/,"3847 Terracina Drive, Riverside, CA 92506","https://www.google.com/maps/?q=3847+Terracina+Drive,+Riverside,+CA+92506/",['Anyone can access this program.'],available,All Saints' Food Share provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsFood is distributed in the church parking lot on Thursdays at 10am.,['English'],Free,True,https://www.facebook.com/riversideallsaints/,,"This program covers residents of the following cities: Riverside, CA.",33.972863,-117.38446,92506,False,Closed,Closed,Closed,10:00 AM - 11:00 AM,Closed,Closed,Closed
Senior Feeding Program (CSFP),https://www.auntbertha.com//find-food-bank--indio-ca--senior-feeding-program-%2528csfp%2529/6260108091326464?postal=92507,['food pantry'],"['emergency food', 'food pantry', 'nutrition education', 'financial assistance']","['seniors', 'low-income', 'limited english']",760-775-3663,https://findfoodbank.org/csfp/,,,"['Must be 60 years or older to qualify.', 'This program helps people with income at or below 130% of federal poverty guidelines.', 'Must reside within eastern Riverside and southern San Bernardino Counties.']",available,"CSFP works to improve the health of individuals at least 60 years of age by supplementing their diets with nutritious USDA commodity foods.
Once application is submitted, seniors shall receive a free CSFP food box ($50 value) at the given location once a month.

Free Food Box Includes:
➢ UHT milk
➢ Juice
➢ Hot or ready to eat cereal
➢ Rice or Pasta
➢ Peanut Butter or Dry Beans
➢ Canned Meat
➢ Poultry or Fish
➢ Canned Fruits and Vegetables

Apply today at the local senior center, community center or FIND Food Bank mobile market distribution.","['English', 'Spanish']",Free,True,https://www.facebook.com/FINDFoodBank,https://www.twitter.com/@FINDFoodBank,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",,,,False,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,Closed,Closed
Farmer's Market,https://www.auntbertha.com//mizell-center--palm-springs-ca--farmer%2527s-market/5370742328524800?postal=92507,['food pantry'],,"['seniors', 'low-income']",,https://mizell.org/meals/farmers-market/,"480 South Sunrise Way, Palm Springs, CA 92262","https://www.google.com/maps/?q=480+South+Sunrise+Way,+Palm+Springs,+CA+92262/",['This program helps seniors.'],available,"The Farmer’s Market was initiated to provide fresh fruits and vegetables for seniors on a small, fixed income. We provide:- Nutritious foodPlease contact us for more information.",['English'],Reduced Cost,True,https://www.facebook.com/Mizell-Senior-Center-123332562154/,https://www.twitter.com/@MizellSrCtr,"This program covers residents of the following counties: Riverside County, CA.",33.8162746,-116.5276894,92262,False,Closed,Closed,Closed,8:00 AM - 11:00 AM  PST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//palm-desert-church-of-christ--indio-ca--food-pantry/5603120108535808?postal=92507,['food pantry'],,"['anyone in need', 'all ages']",,http://pdcoc.com/food-pantry,"78135 Avenue 42, Indio, CA 92203","https://www.google.com/maps/?q=78135+Avenue+42,+Indio,+CA+92203/",[],available,The Mission of the Palm Desert Church of Christ Food Pantry is solely to put a to stop hunger and to assist in assisting families and sharing the love of Jesus.Services offered:- Nutritious foods,['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.7432808,-116.3012395,92203,False,Closed,Closed,Closed,5:30 PM - 6:30 PM  PST,Closed,Closed,Closed
Food Box Distribution,https://www.auntbertha.com//the-well-in-the-desert--palm-springs-ca--food-box-distribution/5156720428187648?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families', 'low-income']",760-656-8905,https://www.wellinthedesert.org/food-program,"181 North Indian Canyon Drive, Palm Springs, CA 92262","https://www.google.com/maps/?q=181+North+Indian+Canyon+Drive,+Palm+Springs,+CA+92262/",['Must meet income requirements.'],available,"Well in the Desert sponsors a weekly food box distribution program, to supplement families with groceries, alleviating at least some of the financial burden for local friends and neighbors.This program provides:- Food to meet basic nutritional needs",['English'],Free,True,https://www.facebook.com/pages/Well-in-the-Desert/264565405820,,"This program covers residents of the following counties: Riverside County, CA.",33.8244892,-116.5457915,92262,False,Closed,Closed,Closed,Closed,Closed,6:00 AM - 7:00 AM  PST,Closed
The Bread of Life Food Pantry,https://www.auntbertha.com//victory-christian-center--rancho-mirage-ca--the-bread-of-life-food-pantry/5715945917513728?postal=92507,['food pantry'],,"['anyone in need', 'all ages']",760-328-3313,http://victorychristian.org,,,['Anyone can access this program.'],available,The Bread of Life Food Pantry provides non-perishable food items to our church family members who find themselves in temporary need of assistance.Services provided to our community include:- Food to meet basic nutritional needsCall our office to confirm pantry hours.,"['English', 'Spanish']",Free,True,https://www.facebook.com/VCCRanchoMirage/,https://www.twitter.com/@VCCRanchoMirage,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",,,,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
Patient Food Distribution,https://www.auntbertha.com//vista-community-clinic-%2528vcc%2529--la-habra-ca--patient-food-distribution/5558141533814784?postal=92507,"['emergency food', 'food delivery', 'food pantry']",,"['anyone in need', 'all ages', 'all care phases', 'post-treatment', 'low-income']",562-264-6000,http://www.vistacommunityclinic.org/patients/vcc-patient-food-distribution/,"201 South Harbor Boulevard, La Habra, CA 90631","https://www.google.com/maps/?q=201+South+Harbor+Boulevard,+La+Habra,+CA+90631/",[],available,"If you are one of the many experiencing food insecurity, Vista Community Clinic is here to help you. We offer a food distribution to our patients to ensure their health is being taken care of in more ways than one.Services include:- Food delivery",['English'],Free,True,https://www.facebook.com/VistaCommunityClinic,https://www.twitter.com/https://twitter.com/vcchealthcare,"This program covers residents of the following counties: Orange County, CA, Riverside County, CA and San Diego County, CA.",33.9306477,-117.9339163,90631,False,8:00 AM - 5:00 PM  PST,10:00 AM - 7:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//la-sierra-spanish-7th-day-adventist-church--riverside-ca--food-pantry/5180286741643264?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families']",,https://lasierraspanishchurch.org/,"5885 La Sierra Avenue, Riverside, CA 92505","https://www.google.com/maps/?q=5885+La+Sierra+Avenue,+Riverside,+CA+92505/",[],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe food pantry takes place on the first and third Wednesday of the month from 8:00 a.m. to 10:00 a.m.,"['English', 'Spanish']",Free,True,https://www.facebook.com/LaSierraSpanishSDA,,"This program covers residents of the following cities: Riverside, CA.",33.9369049,-117.4962427,92505,False,Closed,Closed,8:00 AM - 10:00 AM  PST,Closed,Closed,Closed,Closed
Food & Meal Assistance,https://www.auntbertha.com//junior-foundation-charities--chino-hills-ca--food-%2526-meal-assistance/6354943357222912?postal=92507,"['food pantry', 'meals']",,"['teens', 'infants', 'children', 'cancer', 'families', 'facing end of life', 'on-treatment', 'young adult cancer survivors', 'post-treatment', 'recently diagnosed', 'with children']",,https://www.juniorfoundation.org/about_us,,,['Child diagnosed with cancer'],full,"***MUST HAVE A CHILD DIAGNOSED WITH CANCER***

The Food & Meal Assistance program offers assistance to families with children diagnosed with cancer within several counties of California.

This program provides:

- Food & Meal assistance

Support is provided regardless of county residence, but MUST HAVE a child diagnosed with cancer.",['English'],Free,True,https://www.facebook.com/JuniorFoundation,https://www.twitter.com/@JuniorFound,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",,,,False,,,,,,,
Family Food Box,https://www.auntbertha.com//riverside-city-mission--highland-ca--family-food-box/5551190823796736?postal=92507,"['food pantry', 'personal care items', 'personal hygiene']",,"['all ages', 'individuals', 'families']",951-341-5055,https://www.citymissionministries.org/family-food-box,"26200 Date Street East, Highland, CA 92346","https://www.google.com/maps/?q=26200+Date+Street+East,+Highland,+CA+92346/",['Anyone can access this program.'],available,"The Family Food Box distribution program provides quality food and personal hygiene items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.  This program provides:- Food to meet basic nutritional needs- Personal hygiene suppliesPlease call between 8:00 a.m. and 2:00 p.m. Tuesday or Friday to reserve your food box. You must talk with a live phone representative to ensure your box reservation. Due to staffing shortages, phone messages cannot be returned. Food Box orders cannot be placed by voicemail.",['English'],Free,True,,,"This program covers residents of the following cities: Highland, CA and Riverside, CA.",34.1417757,-117.2328049,92346,False,12:00 AM - 12:00 AM  PST,8:00 AM - 2:00 PM  PST,Closed,8:00 AM - 2:00 PM  PST,Closed,Closed,Closed
DC Food Pantry,https://www.auntbertha.com//the-dream-center--lake-elsinore-ca--dc-food-pantry/5878223149727744?postal=92507,['food pantry'],['personal care items'],"['all ages', 'students', 'individuals', 'families']",951-245-7510,https://www.dreamcenterle.org/dc-pantry,"506 West Minthorn Street, Lake Elsinore, CA 92530","https://www.google.com/maps/?q=506+West+Minthorn+Street,+Lake+Elsinore,+CA+92530/",['This program serves the residents of Lake Elsinore and surrounding communities that lie within the boundaries of the Lake Elsinore Unified School Districts (LEUSD).'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe DC Pantry is open to the public to provide food and other resources.,['English'],Free,True,https://www.facebook.com/dreamcenterle,https://www.twitter.com/@dreamcenterLE,"This program covers residents of the following counties: Riverside County, CA.",33.6802782,-117.3298328,92530,False,Closed,9:00 AM - 12:00 PM  PST,9:00 AM - 12:00 PM  PST,9:00 AM - 12:00 PM  PST,Closed,Closed,Closed
Food and Clothing Bank,https://www.auntbertha.com//upland-church-of-christ--upland-ca--food-and-clothing-bank/5306635295653888?postal=92507,"['food pantry', 'clothing']",,"['anyone in need', 'all ages', 'individuals', 'families']",,http://uplandchurchofchrist.org/ministries/food-clothing-outreach,"331 West 9th Street, Upland, CA 91786","https://www.google.com/maps/?q=331+West+9th+Street,+Upland,+CA+91786/","['Live in Upland and the surrounding communities.', 'Photo ID']",available,We at the Upland Church of Christ care about the physical needs of our neighbors and our food pantry serves families and individuals in need twice a monthServices provided to our community include:- Food to meet basic nutritional needs- ClothingTo receive food and clothing participants are required to show ID,['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.0962711,-117.6553154,91786,False,10:00 AM - 11:00 AM  PST,Closed,Closed,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//church-of-the-nazarene--banning-ca--food-pantry/6658983717765120?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'low-income']",951-849-5618,,"500 North 8th Street, Banning, CA 92220","https://www.google.com/maps/?q=500+North+8th+Street,+Banning,+CA+92220/",[],available,This programs helps people in the areas of Banning and Beaumont by providing food. Services:- Nutritional Assistance,"['English', 'Spanish']",Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.9301758,-116.8847454,92220,False,Closed,Closed,4:00 PM - 5:00 PM  PST,Closed,Closed,Closed,Closed
Food Box Distribution,https://www.auntbertha.com//emmaus-reformed-baptist-church--olive-branch-ministries--hemet-ca--food-box-distribution/6608801828438016?postal=92507,['food pantry'],,"['anyone in need', 'all ages']",951-444-8765,http://emmausrbc.org/?fbclid=IwAR20GBqlqX8VCJy7X2tvU9NEGEho0TIG70N_sZ8CWjW5Sjoex9SKb9UPwUI,,,[],available,"Our food distribution program serves a few days' worth of meals to families who have fallen on hard times. Services:- Food boxesIf you know of someone in need or if you, yourself, are in need, please call the church to ask about availability of food.",['English'],Free,True,https://www.facebook.com/emmausrbc/,,"This program covers residents of the following counties: Riverside County, CA.",,,,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//james-a.-venable-community-center--cabazon-ca--food-pantry/6329734877937664?postal=92507,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages']",,https://m.facebook.com/profile.php?id=1476817135870285&__tn__=C-R,"50390 Carmen Avenue, Cabazon, CA 92230","https://www.google.com/maps/?q=50390+Carmen+Avenue,+Cabazon,+CA+92230/",[],available,"Our food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance.Services:- Food to meet basic nutritional needsCOVID-19 Update: we are continuing to offer food at this time.The pantry is open on the third Tuesday of every month from 9:30 am until food runs out, typically around 11 am.",['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.9101858,-116.7821468,92230,False,Closed,9:30 AM - 11:00 AM  PST,Closed,Closed,Closed,Closed,Closed
Monthly Food Bank,https://www.auntbertha.com//sss-good-samaritan--lakewood-ca--monthly-food-bank/5099242022502400?postal=92507,['food pantry'],"['clothing', 'home goods', 'toys & gifts']","['anyone in need', 'all ages']",,http://www.sssgs.org/home/programs/#monthlyfoodbank,"5035 Hedda Street, Lakewood, CA 90805","https://www.google.com/maps/?q=5035+Hedda+Street,+Lakewood,+CA+90805/",['No eligibility'],available,"Our food bank is designed assist or supplement food reserves for families that are barely meeting their basic needs. Most of what we offer is canned food. When available, we also give away toys, household essentials, used clothing, and other home items. We give food on a first come first serve basis to those who come on time, every 4th Saturday monthly at Calvary Hall.  Services Provided - food",['English'],Free,True,https://www.facebook.com/sssgs/info?tab=overview,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.8643601,-118.1344405,90805,False,Closed,Closed,Closed,Closed,Closed,8:30 AM - 10:00 AM  PST,Closed
Food and Clothing Giveaways,https://www.auntbertha.com//stay-free-ministries-outreach--los-angeles-ca--food-and-clothing-giveaways/5095985118183424?postal=92507,"['food pantry', 'clothing']",,"['anyone in need', 'all ages', 'individuals', 'families']",310-966-0162,https://stayfreeministries.org/about-us,"545 S San Pedro St, Los Angeles, CA 90013","https://www.google.com/maps/?q=545+S+San+Pedro+St,+Los+Angeles,+CA+90013/",['Anyone can access this program.'],available,Food and Clothing Giveaways offers food and clothing to people in our community who are in need. They hold the food and clothing giveaways in partnership with New Salvation Ministries at Union Rescue Mission on Skid Row. This program provides:- Food & Clothing DistributionThe food giveaways are held in the parking lot of Union Rescue Mission on the 2nd Saturday of each month.,['English'],Free,True,,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",34.0433448,-118.2450788,90013,False,Closed,Closed,Closed,Closed,Closed,8:00 AM - 5:00 PM  PST,Closed
Food Pantry,https://www.auntbertha.com//del-rey-church-%2528drc%2529--los-angeles-ca--food-pantry/4682211592765440?postal=92507,['food pantry'],,"['anyone in need', 'all ages']",,https://www.delreychurch.com/food-pantry,"8505 Saran Drive, Los Angeles, CA 90293","https://www.google.com/maps/?q=8505+Saran+Drive,+Los+Angeles,+CA+90293/",['Anyone can access this program.'],available,"Non-Perishable food items, especially for the homeless, available Sundays from 10:00 a.m. - 12:00 p.m.This program provides- Food pantry",['English'],Free,True,https://www.facebook.com/groups/delreychurch/,,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.9608132,-118.4328757,90293,False,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,Closed,12:00 PM - 5:00 PM  PST
Emergency Food Pantry,https://www.auntbertha.com//blythe-emergency-food-pantry--blythe-ca--emergency-food-pantry/5732486044975104?postal=92507,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages', 'individuals', 'families']",,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FBlythe-Emergency-Food-Pantry-1833494273550753%2F&refsrc=deprecated&_rdr,,,['Must live in Riverside County.'],available,"The food pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else that comes to the pantry. This program provides foods to people who might otherwise go hungry.This program provides:- Food to meet basic nutritional needsParticipants are allowed to receive food once a month.",['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.6086742,-114.5997828,92225,False,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,Closed,Closed
Food Distribution,https://www.auntbertha.com//circle-of-care-ministry--temecula-ca--food-distribution/5572837373116416?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-973-3582,https://circleofcareministries.org/,"26090 Ynez Road, Temecula, CA 92591","https://www.google.com/maps/?q=26090+Ynez+Road,+Temecula,+CA+92591/",['Anyone can access this program.'],available,"Circle of Care provides quality food items to households experiencing food insecurity. The food distribution program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet nutritional needsFood is distributed in a drive-by format Mondays, Tuesdays & Thursdays every week at 11:30 a.m. until everyone is served. Please leave space in your vehicle for staff to place food items when you drive up. They serve everyone and do not have any requirements to receive grocery assistance.",['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.529481,-117.1622147,92591,False,12:00 AM - 12:00 AM  PST,9:30 AM - 11:00 AM  PST,Closed,9:30 AM - 11:00 AM  PST,9:30 AM - 11:00 AM  PST,9:30 AM - 11:00 AM  PST,Closed
Marsha P. Johnson LGBTQ+ Youth Drop In Center,https://www.auntbertha.com//transgender-health-and-wellness-center-%2528th%2526wc%2529--palm-springs-ca--marsha-p.-johnson-lgbtq%252B-youth-drop-in-center/4618090558390272?postal=92507,"['food pantry', 'personal care items', 'counseling', 'community support services', 'recreation', 'navigating the system', 'mentoring', 'support groups', 'virtual support', 'advocacy & legal aid']",,"['teens', 'school-aged children', 'lgbtqia+', 'individuals']",760-464-0223,https://trans.health/mpj-youthcenter/,"340 South Farrell Drive, Palm Springs, CA 92262","https://www.google.com/maps/?q=340+South+Farrell+Drive,+Palm+Springs,+CA+92262/",['This program serves LGBTQ+ youth.'],available,"Transgender Health and Wellness Center (TH&WC) provides a safe space and a resource for LGBTQ+ youth in the Coachella Valley. Their mission is to support and assist LGBTQ+ youth to find their power and to offer resources for the youth's continued development with a focus on mental health and skill set development. 

This program provides:

- Crisis counseling
- Mentoring
- Linkage to free mental health programs 
- Online and in-person support groups
- Youth centered social events
- Food and hygiene pantry
- Game room
- Juvenile Justice Prevention
- Homework assistance",['English'],Free,True,https://www.facebook.com/TransCC,,"This program covers residents of the following counties: Riverside County, CA.",33.8183454,-116.517751,92262,False,11:00 AM - 5:00 PM  PST,11:00 AM - 5:00 PM  PST,11:00 AM - 5:00 PM  PST,11:00 AM - 5:00 PM  PST,11:00 AM - 5:00 PM  PST,Closed,Closed
SoCal Reentry Program,https://www.auntbertha.com//tayba-foundation--san-bernardino-ca--socal-reentry-program/5164741974687744?postal=92507,"['food pantry', 'addiction & recovery', 'mental health care', 'group therapy', 'navigating the system', 'case management', 'one-on-one support', 'computer class', 'identification recovery']",,"['adults 18+', 'criminal justice history', 'unemployed', 'individuals', 'families', 'near homeless', 'limited english', 'all mental health', 'substance dependency']",909-543-6173,https://www.taybafoundation.org/reentry-socal,"1887 Business Center Drive South, San Bernardino, CA 92408","https://www.google.com/maps/?q=1887+Business+Center+Drive+South,+San+Bernardino,+CA+92408/",['This program serves the formerly incarcerated.'],available,"The Tayba Foundation offers individualized case management for individuals and families who have been affected by incarceration. They also provide a food pantry, and upskilling to support individuals on their journey.This program provides:- Case management- Assistance obtaining personal ID and documents- Mental health services- Recovery group meetings - Referrals  - Computer class- Food pantry","['English', 'Spanish']",Free,True,https://www.facebook.com/TaybaFoundation/,https://www.twitter.com/@taybafoundation,"This program covers residents of the following counties: Orange County, CA, Riverside County, CA and San Bernardino County, CA.",34.0681686,-117.2802782,92408,False,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,Closed,Closed
Food For Life,https://www.auntbertha.com//starting-over%252C-inc.--riverside-ca--food-for-life/6582199732535296?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",951-898-0862,https://www.startingoverinc.org/food-for-life,"6355 Riverside Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=6355+Riverside+Avenue,+Riverside,+CA+92506/",['Anyone in need can access this program.'],available,"Food For Life provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsFresh groceries are available bimonthly, on every second and fourth Saturday of the month from 8:00 a.m. to 12:00 p.m. Bags are provided.","['English', 'Spanish']",Free,True,https://www.facebook.com/startingoverinc,https://www.twitter.com/@SOI__CA,"This program covers residents of the following cities: Riverside, CA.",33.9520578,-117.3885994,92506,False,Closed,Closed,Closed,Closed,Closed,8:00 AM - 12:00 PM  PST,Closed
Food Distribution,https://www.auntbertha.com//high-desert-outreach-center--adelanto-ca--food-distribution/5739472775282688?postal=92507,['food pantry'],,"['anyone in need', 'all ages']",760-991-2823,https://m.facebook.com/people/High-Desert-Outreach-Center/100064488921049/?fref=ts,"17537 Montezuma Street, Adelanto, CA 92301","https://www.google.com/maps/?q=17537+Montezuma+Street,+Adelanto,+CA+92301/",['Anyone can access this program.'],available,High Desert Outreach Center's Food Distribution program provides food to High Desert families in need of food assistance. Bring your own bags or box. This program provides :- Food to meet basic nutritional needsIndividuals in need of food should visit the Facebook page to see when and where the next drive-through distribution will take place.,"['English', 'Spanish']",Free,True,,,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.5694929,-117.4095925,92301,False,Closed,Closed,Closed,Closed,9:30 AM - 11:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//lutheran-social-services-of-southern-california-%2528lsssc%2529--riverside-ca--food-pantry/5738902336045056?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families', 'limited english', 'emergency']",951-689-8447,https://www.lsssc.org/what-we-do/emergency-services/,"6857 Indiana Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=6857+Indiana+Avenue,+Riverside,+CA+92506/",['This program serves those who are in the coverage area.'],available,"LSSSC's food pantries provide fresh and non-perishable food in cans/cartons, refrigerated meats, vegetables & dairy products to community members in need. 

This program provides: 

- Food to meet basic nutritional needs

Each location's food pantry has individual operating hours. Please call ahead of time to verify available services.","['English', 'Spanish']",Free,True,https://www.facebook.com/LSSSouthernCalifornia/,https://www.twitter.com/@LSSSouthernCal,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA, San Diego County, CA and Ventura County, CA.",33.9427601,-117.3930643,92506,False,9:00 AM - 4:30 PM  PST,9:00 AM - 4:30 PM  PST,9:00 AM - 4:30 PM  PST,9:00 AM - 4:30 PM  PST,9:00 AM - 4:30 PM  PST,Closed,Closed
CHC Community Services,https://www.auntbertha.com//university-of-california%252C-riverside-%2528ucr%2529---school-of-medicine-center-for-healthy-communities--march-air-reserve-base-ca--chc-community-services/4913899893293056?postal=92507,"['food pantry', 'help find housing', 'clothing', 'primary care', 'government benefits']",,"['adults', 'young adults', 'seniors', 'students']",,https://healthycommunities.ucr.edu/,"14350 Meridian Parkway, March Air Reserve Base, CA 92518","https://www.google.com/maps/?q=14350+Meridian+Parkway,+March+Air+Reserve+Base,+CA+92518/",[],available,Providing assistance by connecting individuals to needed resources by conducting a social determinants of health (SDOH) assessment.,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",33.91077250000001,-117.2875428,92518,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
