Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Self-Sufficiency,https://www.auntbertha.com//riverside-county---department-of-public-social-services--riverside-ca--self-sufficiency/5299450250264576?postal=92507,"['food pantry', 'residential housing', 'financial assistance', 'government benefits', 'understand government programs', 'childcare', 'navigating the system', 'skills & training']",,"['adults 18+', 'unemployed', 'individuals', 'families', 'benefit recipients', 'low-income', 'limited english']",877-410-8827,https://rivcodpss.org/self-sufficiency,"12625 Heacock Street, Moreno Valley, CA 92553","https://www.google.com/maps/?q=12625+Heacock+Street,+Moreno+Valley,+CA+92553/",['This program serves working class people and families with low or no income.'],available,The Self-Sufficiency program provides working class people and families with low or no income find their path to economic independence.This program provides:- Food to meet basic nutritional needs- Housing- Cash- Child care- Employment and health coverage assistance,"['English', 'Spanish']",Free,True,https://www.facebook.com/RivCoDPSS/,https://www.twitter.com/@RivCoDPSS,"This program covers residents of the following counties: Riverside County, CA.",33.9369687,-117.2450143,92553,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
R'Pantry,https://www.auntbertha.com//university-of-california%252C-riverside--riverside-ca--r%2527pantry/4600232831746048?postal=92507,"['food pantry', 'baby supplies', 'home goods', 'personal care items', 'navigating the system']",,"['adults', 'young adults', 'teens', 'students']",,https://basicneeds.ucr.edu/rpantry,"900 University Avenue, Riverside, CA 92521","https://www.google.com/maps/?q=900+University+Avenue,+Riverside,+CA+92521/","['This program serves undergraduate and graduate students of the University of California, Riverside.']",available,"R'Pantry provides emergency non-perishable food, personal hygiene, household care, and childcare items to both undergraduate and graduate students experiencing food insecurity. This program also connects Highlanders to on- and off-campus food resources and provide programs and workshops that improve health and wellness.This program provides:- Food to meet basic nutritional needs- Help accessing available local resourcesIndividuals can check their Facebook or Instagram for current program details. Appointments are mandatory. One Appointment is allowed per student, weekly. If multiple appointments are made by the same individual, all appointments belonging to the individual will be canceled for the week.",['English'],Free,True,https://www.facebook.com/ucrbasicneeds,https://www.twitter.com/@UCRBasicNeeds,"This program covers residents of the following cities: Riverside, CA.",33.9754254,-117.3315965,92521,False,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,Closed,Closed
Emergency Food Pantry,https://www.auntbertha.com//casa-blanca-home-of-neighborly-service-%2528cbhns%2529--riverside-ca--emergency-food-pantry/5388105253519360?postal=92507,"['emergency food', 'food pantry']","['help find housing', 'navigating the system', 'help fill out forms', 'help find work', 'translation & interpretation']","['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'with children', 'limited english']",951-688-3043,https://casablancahns.org/,"7680 Casa Blanca Street, Riverside, CA 92504","https://www.google.com/maps/?q=7680+Casa+Blanca+Street,+Riverside,+CA+92504/",['Anyone can access this program.'],available,"Casa Blanca Home of Neighborly Service (CBHNS) operates an Emergency Food Pantry for households experiencing a critical nutritional need.This program provides:- Emergency foodThis pantry is open 4 days each week, and households can access the pantry once each month.","['English', 'Spanish']",Free,True,https://www.facebook.com/profile.php?id=100011979676777,,"This program covers residents of the following cities: Riverside, CA.",33.9320441,-117.4067931,92504,False,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,Closed,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,Closed,Closed
Drive Thru Food Distribution,https://www.auntbertha.com//casa-blanca-home-of-neighborly-service-%2528cbhns%2529--riverside-ca--drive-thru-food-distribution/5150997549809664?postal=92507,['food pantry'],"['help find housing', 'navigating the system', 'help fill out forms', 'help find work', 'translation & interpretation']","['anyone in need', 'all ages', 'unemployed', 'individuals', 'families', 'with children', 'limited english']",,https://casablancahns.org/,"7680 Casa Blanca Street, Riverside, CA 92504","https://www.google.com/maps/?q=7680+Casa+Blanca+Street,+Riverside,+CA+92504/",['Anyone can access this program.'],available,Casa Blanca Home of Neighborly Service offers a drive thru food distribution once each week to provide quality food items to households experiencing food insecurity.This program provides:- Food to meet basic nutritional needsThe weekly food distribution takes place on Wednesdays from 10 a.m. to 11 a.m.,"['English', 'Spanish']",Free,True,https://www.facebook.com/profile.php?id=100011979676777,,"This program covers residents of the following cities: Riverside, CA.",33.9320441,-117.4067931,92504,False,Closed,Closed,10:00 AM - 11:00 AM  PST,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//our-lady-of-perpetual-help--riverside-ca--food-pantry/5699927902650368?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'limited english']",951-687-8146,https://www.olphriverside.org/food-pantry/,"5250 Central Avenue, Riverside, CA 92504","https://www.google.com/maps/?q=5250+Central+Avenue,+Riverside,+CA+92504/",['Anyone can access this program.'],available,Our Lady of Perpetual Help's Food Pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,"['English', 'Spanish']",Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.9530214,-117.4175291,92504,False,9:00 AM - 11:30 AM  PST,9:00 AM - 11:30 AM  PST,9:00 AM - 11:30 AM  PST,9:00 AM - 11:30 AM  PST,9:00 AM - 11:30 AM  PST,Closed,Closed
Food and Clothing Distribution,https://www.auntbertha.com//jordan-outreach-ministries--indio-ca--food-and-clothing-distribution/6338874625228800?postal=92507,"['emergency food', 'food pantry', 'diapers & formula', 'clothing', 'personal care items']",,"['all ages', 'individuals', 'families', 'low-income']",760-398-3352,https://www.jom.org/what-we-do,"43160 Madison Street, Indio, CA 92201","https://www.google.com/maps/?q=43160+Madison+Street,+Indio,+CA+92201/",['This program serves low income individuals and families in need.'],available,Jordan Outreach Ministries provides a variety of basic needs items to impoverished individuals and families in need. The program also offers these supplies in times of emergencies.This program provides:- Food- Clothing- Personal hygiene items- Baby diapers- Emergency foodPlease call to schedule an appointment.,['English'],Free,True,https://www.facebook.com/JordanOutreachMinistries,,"This program covers residents of the following counties: Riverside County, CA.",33.7357395,-116.2499793,92201,False,9:00 AM - 3:00 PM  PST,9:00 AM - 3:00 PM  PST,9:00 AM - 3:00 PM  PST,9:00 AM - 3:00 PM  PST,9:00 AM - 3:00 PM  PST,Closed,Closed
Goodwill Food Drive 2/21/22,https://www.auntbertha.com//goodwill-southern-california---victorville--victorville-ca--goodwill-food-drive-2-21-22/5683552571228160?postal=92507,"['emergency food', 'food pantry']",['help find work'],"['all ages', 'individuals', 'families', 'limited english']",909-659-6647,http://goodwillsocal.org/,"16934 Bear Valley Road, Victorville, CA 92395","https://www.google.com/maps/?q=16934+Bear+Valley+Road,+Victorville,+CA+92395/",['We serve residents in our service area.'],available,Goodwill Food Drive 2/21/22,"['English', 'Spanish']",Free,True,https://www.facebook.com/GoodwillSoCal,https://www.twitter.com/@GoodwillSoCal,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.4721298,-117.2938341,92395,False,9:00 AM - 4:00 PM  PST,Closed,Closed,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//blythe-emergency-food-pantry--blythe-ca--food-pantry/6246040224399360?postal=92507,"['emergency food', 'food pantry']",,"['all ages', 'individuals', 'families', 'low-income', 'emergency']",760-922-8836,https://aging.networkofcare.org/riverside/services/agency?pid=BLYTHEEMERGENCYFOODPANTRY_38_1_0,,,['This program serves low-income households in the Eastern Riverside County.'],available,"Blythe Emergency Food Pantry distributes quality food items to those who are in emergency need. This program supplies critical nutrition to hungry individuals and families. This program provides:- Emergency FoodPrograms provides 2-3 days of emergency food. Assistance is limited to twice a month, and Government commodities are distributed on the first Wednesday of the month.","['English', 'Spanish']",Free,True,https://www.facebook.com/pg/Blythe-Emergency-Food-Pantry-1833494273550753/about/?ref=page_internal,,"This program covers residents of the following counties: Riverside County, CA.",33.6087318,-114.5997809,92225,False,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,10:00 AM - 11:45 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//disabled-american-veterans-%2528dav%2529---charlotte-w-fay-chapter-28--riverside-ca--food-pantry/5929939524517888?postal=92507,['food pantry'],,"['adults 18+', 'veterans', 'individuals']",951-369-8626,http://www.davmembersportal.org/chapters/CA/28/default.aspx,"4351 University Avenue, Riverside, CA 92501","https://www.google.com/maps/?q=4351+University+Avenue,+Riverside,+CA+92501/",['This program serves Veterans'],available,The Disabled American Veterans (DAV)  food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThe pantry is open on the third Saturday of each month.,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",33.9858097,-117.3821368,92501,False,Closed,Closed,Closed,Closed,Closed,9:00 AM - 10:00 AM  PST,Closed
Food Pantry,https://www.auntbertha.com//tayba-foundation--san-bernardino-ca--food-pantry/6642628684808192?postal=92507,['food pantry'],,"['adults 18+', 'criminal justice history', 'individuals']",909-543-6173,https://www.taybafoundation.org/reentry-socal,"1887 Business Center Drive South, San Bernardino, CA 92408","https://www.google.com/maps/?q=1887+Business+Center+Drive+South,+San+Bernardino,+CA+92408/",['This program serves the formally incarcerated.'],available,Tayba Foundation offers a food pantry which provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals who were formally incarcerated.This program provides:- Food to meet basic nutritional needsPlease contact the program to fill out and intake form.,"['English', 'Spanish']",Free,True,https://www.facebook.com/TaybaFoundation/,https://www.twitter.com/@taybafoundation,"This program covers residents of the following counties: Orange County, CA, Riverside County, CA and San Bernardino County, CA.",34.0681686,-117.2802782,92408,False,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//magnolia-center-church-of-christ--riverside-ca--food-pantry/5284546851504128?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families']",951-686-4343,https://magcenterchurch.com/food-pantry,"6160 Riverside Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=6160+Riverside+Avenue,+Riverside,+CA+92506/",[],available,The Magnolia Center Church of Christ seeks to alleviate hunger in the community by providing food. This program provides:- Food to meet basic nutritional needsPlease come by the church and someone will be more than happy to help so that you don't go hungry. You can also call during contact hours for more information about this program.,"['American Sign Language', 'English']",Free,True,https://www.facebook.com/MagnoliaCenterChurchofChrist/?ref=page_internal,,"This program covers residents of the following cities: Riverside, CA.",33.9570165,-117.387301,92506,False,Closed,Closed,Closed,Closed,Closed,Closed,11:15 AM - 12:15 PM  PST
Food Distribution,https://www.auntbertha.com//lighthouse-of-hope-foundation--riverside-ca--food-distribution/6364517402804224?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://lighthouseofhopeca.com/events-3/,"9085 California Avenue, Riverside, CA 92503","https://www.google.com/maps/?q=9085+California+Avenue,+Riverside,+CA+92503/",['Anyone can access this program.'],available,Lighthouse of Hope Foundation's Food Distribution provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsAvailable every third Saturday. Visit the website or email for specific dates and times.,['English'],Free,True,https://www.facebook.com/LighthouseofHopeFoundationInc/,,"This program covers residents of the following cities: Riverside, CA.",33.9315108,-117.4439383,92503,False,Closed,Closed,Closed,Closed,Closed,11:00 AM - 1:00 PM  PST,Closed
Food Pantry,https://www.auntbertha.com//lighthouse-of-hope-foundation--riverside-ca--food-pantry/6281355036065792?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'with children']",951-977-6560,https://lighthouseofhopeca.com/food/,"9085 California Avenue, Riverside, CA 92503","https://www.google.com/maps/?q=9085+California+Avenue,+Riverside,+CA+92503/",['Anyone can access this program.'],available,"Lighthouse of Hope Foundation offers quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsPlease note, the food pantry is available every Monday, Wednesday and Friday. They are also open every 3rd Saturday.","['English', 'Spanish']",Free,True,https://www.facebook.com/LighthouseofHopeFoundationInc,,"This program covers residents of the following counties: Riverside County, CA.",33.9314615,-117.4441111,92503,False,Closed,Closed,11:00 AM - 1:00 PM  PST,Closed,11:00 AM - 1:00 PM  PST,Closed,Closed
Food Distribution,https://www.auntbertha.com//st.-michael%2527s-riverside-episcopal-ministry--riverside-ca--food-distribution/5943624581906432?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-689-0642,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FStMichaelsEpiscopalMinistryCenter%2F&refsrc=deprecated&_rdr,"4070 Jackson Street, Riverside, CA 92503","https://www.google.com/maps/?q=4070+Jackson+Street,+Riverside,+CA+92503/",[],available,St. Michael's Riverside Episcopal Ministry seeks to alleviate hunger in the community by distributing nutritious food to those in need.This program provides:- Food to meet basic nutritional needsFood is generally distributed on Thursday mornings. Please call or visit the Facebook page for specific dates and times.,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",33.9285098,-117.4430159,92503,False,Closed,Closed,Closed,8:00 AM - 9:00 AM  PST,Closed,Closed,Closed
Food Distribution,https://www.auntbertha.com//faith-lutheran-church--riverside-ca--food-distribution/5861392264593408?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-689-2626,https://www.flcriv.org/ministries,"4785 Jackson Street, Riverside, CA 92503","https://www.google.com/maps/?q=4785+Jackson+Street,+Riverside,+CA+92503/",[],available,Faith Lutheran Church helps alleviate food insecurity and raises awareness of hunger in the community.This program provides:- Food to meet basic nutritional needs,['English'],Free,True,https://www.facebook.com/paulgwenz,,"This program covers residents of the following cities: Riverside, CA.",33.9396369,-117.4510413,92503,False,Closed,Closed,10:15 AM - 11:15 AM,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//bethel-christian-center--riverside-ca--food-pantry/5746179068526592?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-359-1123,https://www.bethelchristiancenter.com/,"2425 Van Buren Boulevard, Riverside, CA 92503","https://www.google.com/maps/?q=2425+Van+Buren+Boulevard,+Riverside,+CA+92503/",['Anyone can access this program'],available,Bethel Christian Center helps alleviate food insecurity and raises awareness of hunger in the community.This program provides:- Food to meet basic nutritional needsClients are asked to call ahead of time to schedule an appointment.,['English'],Free,True,https://www.facebook.com/BethelChristianCenterRiversideCA/,,"This program covers residents of the following cities: Riverside, CA.",33.9013608,-117.4291166,92503,False,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,8:00 AM - 12:00 PM  PST,Closed,Closed
Monthly Food Distribution,https://www.auntbertha.com//our-lady-of-the-valley-catholic-church--hemet-ca--monthly-food-distribution/6521577396764672?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-929-6131,https://www.olvhemet.org/,"780 South State Street, Hemet, CA 92543","https://www.google.com/maps/?q=780+South+State+Street,+Hemet,+CA+92543/",['Anyone can access this program'],available,The monthly food distribution at Our Lady of the Valley Catholic Church provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsDistribution takes place on the 4th Tuesday of each momth.,['English'],Free,True,,,"This program covers residents of the following counties: Riverside County, CA.",33.7357839,-116.9708929,92543,False,Closed,9:00 AM - 10:00 AM  PST,Closed,Closed,Closed,Closed,Closed
Food Pantry Services,https://www.auntbertha.com//help-me-help-you--long-beach-ca--food-pantry-services/6285662118477824?postal=92507,"['emergency food', 'food pantry']","['navigating the system', 'support network']","['anyone in need', 'all ages', 'individuals', 'families', 'low-income']",,https://www.helpmehelpu.org/ggng,"668 Obispo Avenue, Long Beach, CA 90814","https://www.google.com/maps/?q=668+Obispo+Avenue,+Long+Beach,+CA+90814/",[],available,"Every person should have access to the nutritious food needed to live a healthy and productive life. This program offers quality nutritious food to homeless and low-income families and individuals in the community.  Our goal is to make the health and well-being of our clients a priority.  

We operated 11 food pantry locations throughout the city of Long Beach.  Visit our website for specific locations, times, and addresses.","['English', 'Spanish']",Free,True,https://www.facebook.com/helplb,https://www.twitter.com/@hmhy,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA.",33.7748052,-118.1544692,90814,False,Closed,Closed,Closed,Closed,1:00 PM - 2:30 PM  PST,Closed,Closed
Community Pantry,https://www.auntbertha.com//kidz-come-first--riverside-ca--community-pantry/5439183731687424?postal=92507,"['food pantry', 'clothing']",,"['anyone in need', 'all ages']",951-790-9331,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F,,,['Anyone can access this program.'],available,Kidz Come First Community Pantry supplies food and clothing to anyone in need in the community.This program provides:- Food to meet basic nutritional needs- Clothing Please reach out by phone for more information.,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",,,,False,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,9:00 AM - 5:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//wesley-united-methodist-church--riverside-ca--food-pantry/6351008774488064?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'homeless']",951-689-2649,http://www.riversidewesley.org/ministries/outreach-homeless-ministries/pantry,"5770 Arlington Avenue, Riverside, CA 92504","https://www.google.com/maps/?q=5770+Arlington+Avenue,+Riverside,+CA+92504/",[],available,"Wesley United Methodist Church offers their Food Pantry to individuals and families in the community who are in need of assistance obtaining nourishing foods.This program provides:- Food to meet basic nutritional needsThere is a Drive-Thru Pantry and a Walk-thru Pantry for those without vehicles. Hours are Fridays from 9:30 a.m. to 10:30 a.m., or until they run out of food.",['English'],Free,True,https://www.facebook.com/Wesley-United-Methodist-Church-117106038356346/,,"This program covers residents of the following cities: Riverside, CA.",33.9452856,-117.42852,92504,False,Closed,Closed,Closed,Closed,9:30 AM - 10:30 AM  PST,Closed,Closed
Magnolia Pantry,https://www.auntbertha.com//magnolia-church--riverside-ca--magnolia-pantry/6752021401174016?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://magonline.com/volunteer/,"8351 Magnolia Avenue, Riverside, CA 92504","https://www.google.com/maps/?q=8351+Magnolia+Avenue,+Riverside,+CA+92504/",['Anyone can access this program.'],available,The Magnolia Pantry helps local families lower their grocery bills by assisting with monthly food distribution. This program supplies critical nutrition to hungry individuals and families. This program provides: - Food to meet basic nutritional needs The pantry is open on the 3rd Saturday of every month from 8:30am - 11:30am.,['English'],Free,True,https://www.facebook.com/MagnoliaChurch/,https://www.twitter.com/@Magnolia_Church,"This program covers residents of the following cities: Riverside, CA.",33.9338941,-117.4258181,92504,False,Closed,Closed,Closed,Closed,Closed,8:30 AM - 11:30 AM  PST,Closed
Homeless Food Distribution,https://www.auntbertha.com//set-free-christian-fellowship-of-riverside--riverside-ca--homeless-food-distribution/5871620527882240?postal=92507,['food pantry'],,"['all ages', 'homeless']",951-680-9868,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fgroups%2F1695879964069014&refsrc=deprecated&_rdr,"3021 14th Street, Riverside, CA 92507","https://www.google.com/maps/?q=3021+14th+Street,+Riverside,+CA+92507/",['This program serves homeless individuals in the Riverside area.'],available,Set Free Christian Fellowship of Riverside provides homeless food bag distributions with quality food items to individuals experiencing food insecurity. This program supplies critical nutrition to hungry homeless individuals in the area. This program provides:- Food to meet basic nutritional needs,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",33.9725364,-117.370048,92507,False,9:30 AM - 2:30 PM,9:30 AM - 2:30 PM,9:30 AM - 2:30 PM,9:30 AM - 2:30 PM,9:30 AM - 2:30 PM,Closed,Closed
Weekly Family Distribution,https://www.auntbertha.com//vida-life-ministries--bloomington-ca--weekly-family-distribution/6407308061442048?postal=92507,['food pantry'],,"['anyone in need', 'adults 18+', 'individuals', 'families', 'low-income', 'limited english']",323-823-4762,https://www.vidalifeministries.org/programs,"11608 Cedar Ave, Bloomington, CA 92316","https://www.google.com/maps/?q=11608+Cedar+Ave,+Bloomington,+CA+92316/","['This program helps people who are older than 17 years old.', 'This program helps people with income at or below 200% of federal poverty guidelines.', 'This program serves individuals and families']",available,"Vida Life Ministries offers weekly distribution of $200 worth of free groceries for low-income individuals and families within the community. This program provides:- Food to meet basic nutritional needsPlease note, boxes must be picked up during specific distribution times. If you do not abide by the rules, you will be dropped from the list. Pre-registering before visiting is recommended.","['English', 'Spanish']",Free,True,https://www.facebook.com/vidalifeministries/,,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.0429143,-117.3967371,92316,False,Closed,Closed,Closed,Closed,Closed,8:00 AM - 11:00 AM  PST,Closed
Doug Out,https://www.auntbertha.com//childhood-cancer-foundation-of-southern-california-%2528ccfsc%2529--loma-linda-ca--doug-out/4891479438786560?postal=92507,"['temporary shelter', 'food pantry', 'personal hygiene']",,"['teens', 'infants', 'children', 'grieving', 'cancer', 'parents', 'childhood cancer survivors', 'facing end of life', 'on-treatment', 'post-treatment', 'young adult cancer survivors', 'recently diagnosed']",909-558-3419,http://ccfsocal.org/doug-out/,"11155 Mountain View Avenue, Loma Linda, CA 92354","https://www.google.com/maps/?q=11155+Mountain+View+Avenue,+Loma+Linda,+CA+92354/","['This program is available to families who have a child diagnosed with cancer', 'This program helps people who are younger than 19 years old.']",available,"The Doug-Out is a two-bedroom house that provides a home for parents to stay while their child is receiving treatment at no cost to them.

This program provides:

- Overnight Accommodations
- Shower Facilities
- Kitchen & Stocked Pantry
- Laundry Facility",['English'],Free,True,https://www.facebook.com/ccfsocal,https://www.twitter.com/@CCF_SoCal,"This program covers residents of the following counties: Riverside County, CA and San Bernardino County, CA.",34.0513258,-117.2424817,92354,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
Food Assistance,https://www.auntbertha.com//arlington-seventh-day-adventist-church--riverside-ca--food-assistance/5991700347224064?postal=92507,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",951-688-6630,https://www.adventist.org/,"8778 Magnolia Avenue, Riverside, CA 92503","https://www.google.com/maps/?q=8778+Magnolia+Avenue,+Riverside,+CA+92503/",['Anyone can access this program.'],available,Arlington Seventh Day Adventist Church's food assistance program provides food for people in need in our community. Their program helps alleviate food insecurity and raises awareness of hunger in the community.This program provides:- Food to meet basic nutritional needs,['English'],Free,True,https://www.facebook.com/TheAdventistChurch,https://www.twitter.com/@adventistchurch,"This program covers residents of the following cities: Riverside, CA.",33.927198,-117.4322626,92503,False,Closed,9:00 AM - 11:30 AM  PST,Closed,Closed,Closed,Closed,Closed
Food Bank,https://www.auntbertha.com//lifespring-assembly-of-god--riverside-ca--food-bank/5603304908390400?postal=92507,['food pantry'],,"['all ages', 'individuals', 'families']",951-683-6081,http://www.lifespringonline.com/site/mindisplay.asp?id=180009067&sec_id=180022055,"1224 Main Street, Riverside, CA 92501","https://www.google.com/maps/?q=1224+Main+Street,+Riverside,+CA+92501/",['This program serves individuals and families in the community.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food pantryThe pantry is available every 1st and 3rd Monday of the month.,['English'],Free,True,,,"This program covers residents of the following cities: Riverside, CA.",34.0057851,-117.3632083,92501,False,9:00 AM - 10:00 AM  PST,Closed,Closed,Closed,Closed,Closed,Closed
Student Resource Center,https://www.auntbertha.com//riverside-city-college--riverside-ca--student-resource-center/6269173405974528?postal=92507,"['food pantry', 'personal care items', 'personal hygiene', 'supplies for school']",,"['adults', 'young adults', 'teens', 'seniors', 'students', 'individuals']",951-222-8624,https://www.rcc.edu/student-support/relief-assistance.html,"4800 Magnolia Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=4800+Magnolia+Avenue,+Riverside,+CA+92506/",['Must be a Riverside City College student.'],available,The Riverside City College (RCC) Student Resource Center offers a variety supplies and resources free of charge for any RCC student in need. This program provides: - Food to meet basic nutritional needs - Toiletries - Showers - Laundry services - School supplies,['English'],Free,True,https://www.facebook.com/RiversideCityCollege,,"This program covers residents of the following counties: Riverside County, CA.",33.9715883,-117.3830406,92506,False,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,9:00 AM - 4:00 PM  PST,Closed,Closed
Basic Needs Resource Center (BNRC) - Food Pantry,https://www.auntbertha.com//riverside-city-college--riverside-ca--basic-needs-resource-center-%2528bnrc%2529---food-pantry/5345533256663040?postal=92507,['food pantry'],,"['adults', 'young adults', 'teens', 'seniors', 'students']",,https://www.rcc.edu/student-support/basic-needs-center.html,"Fairfax Avenue, Riverside, CA 92506","https://www.google.com/maps/?q=Fairfax+Avenue,+Riverside,+CA+92506/",['Must be a student currently enrolled in Riverside City College.'],available,"The Basic Needs Resource Center (BNRC) is available to all RCC students in need and aims to help supplement basic needs and promote sustainability for overall student wellness and success. BNRC provides provides quality food items to students experiencing food insecurity.This program provides:- Food to meet basic nutritional needsStudents can visit the pantry for a bag of food and personal items once every 2 weeks. If they demonstrate more need, they may be able to visit more often.Note hours may be impacted by food inventory or deliver. Please see the posted weekly schedule on the door for updates.",['English'],Free,True,https://www.facebook.com/RiversideCityCollege,https://www.twitter.com/@RCCSocialmedia,"This program covers residents of the following cities: Riverside, CA.",33.9708533,-117.3833383,92506,False,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,8:00 AM - 5:00 PM  PST,Closed,Closed
